Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Pre Seed Round - ali,https://www.crunchbase.com/funding_round/ali-21b5-pre-seed--36415e5a,Pre-Seed,,,,2023-05-24,1,1,Ali is an artificial intelligence that assists lawyers with document processing.,"Legal, Legal Tech","Ciudad De León, Guanajuato, Mexico, North America",,https://alitech.mx,ali,https://www.crunchbase.com/organization/ali-21b5
Pre Seed Round - Sonic Bank,https://www.crunchbase.com/funding_round/sonic-bank-pre-seed--9a4e4153,Pre-Seed,500000,USD,500000,2023-06-01,,1,"Sonic Bank helps you get the best financial services like FDIC insured bank accounts, global payments, and High interest on your cash.",,,,https://www.sonicbank.com/,Sonic Bank,https://www.crunchbase.com/organization/sonic-bank
Seed Round - LGX Energy,https://www.crunchbase.com/funding_round/lgx-energy-seed--f7d07659,Seed,165000,USD,165000,2023-05-19,,4,"LGX Energy focuses on the acquisition, exploration, development, and production of oil and gas properties.","Energy, Financial Services, Oil and Gas","Walla Walla, Washington, United States, North America",,https://lgxenergycorp.com,LGX Energy,https://www.crunchbase.com/organization/lgx-energy
Seed Round - Verify Smart,https://www.crunchbase.com/funding_round/verify-smart-corp-seed--bc50b8ed,Seed,51000,USD,51000,2023-05-17,,1,Verify Smart is a technology company developing innovative solutions for the global wireless market.,"Fraud Detection, Information Technology, Wireless","Fernley, Nevada, United States, North America",Less than $1M,,Verify Smart,https://www.crunchbase.com/organization/verify-smart-corp
Seed Round - Integrated Biometrics,https://www.crunchbase.com/funding_round/integrated-biometrics-seed--4cb6c20c,Seed,644333,USD,644333,2023-05-18,,8,Integrated Biometrics is a developer and manufacturer of patented fingerprint biometric technologies.,"Biometrics, Homeland Security, Identity Management, Manufacturing","Spartanburg, South Carolina, United States, North America",$1M to $10M,http://integratedbiometrics.com,Integrated Biometrics,https://www.crunchbase.com/organization/integrated-biometrics
Seed Round - Securenet,https://www.crunchbase.com/funding_round/securenet-2977-seed--f19bf1c0,Seed,,,,2023-05-18,1,1,"SecureNet offers a platform service that integrates and provides the full process, beginning with KC certification and product evaluations.","Management Consulting, Service Industry","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://securenet.kr,Securenet,https://www.crunchbase.com/organization/securenet-2977
Seed Round - Finch Insights,https://www.crunchbase.com/funding_round/finch-insights-seed--7d566fb0,Seed,3230428,USD,3230428,2023-05-18,,3,Finch decodes products' environmental impacts to help consumers and businesses make better decisions.,"Consumer, E-Commerce, Software","Denver, Colorado, United States, North America",,https://www.choosefinch.com ,Finch Insights,https://www.crunchbase.com/organization/finch-insights
Seed Round - Vocal Media,https://www.crunchbase.com/funding_round/vocal-media-6e9f-seed--043d00a8,Seed,200000,USD,200000,2023-05-18,,1,Vocal Media helps organizations create online campaigns in an era of ever-changing media landscapes.,"Content Creators, Information Technology, Social Media","Brooklyn, New York, United States, North America",,https://vocal-media.io/,Vocal Media,https://www.crunchbase.com/organization/vocal-media-6e9f
Seed Round - Zero Day Labs,https://www.crunchbase.com/funding_round/zero-day-labs-seed--754cb17a,Seed,432500,USD,432500,2023-05-18,,1,Zero Day Labs is a research and development lab that focuses on the Ethereum and Starknet protocols.,"Blockchain, Financial Services, FinTech",,,https://www.zdlabs.io/,Zero Day Labs,https://www.crunchbase.com/organization/zero-day-labs
Seed Round - Verasana,https://www.crunchbase.com/funding_round/verasana-seed--bd90a4f8,Seed,742500,USD,742500,2023-05-17,,1,Verasana provides a learning management system that offers resources for industry professionals and experts.,"E-Learning, EdTech, Information Technology, Training","Cleveland, Ohio, United States, North America",,https://www.verasana.com/,Verasana,https://www.crunchbase.com/organization/verasana
Seed Round - Burlington Beer,https://www.crunchbase.com/funding_round/burlington-beer-seed--ac30093f,Seed,346620,USD,346620,2023-05-17,,5,Burlington Beer is a craft brewery company that offers crafted beverages.,"Brewing, Craft Beer, Food and Beverage","Williston, Vermont, United States, North America",$1M to $10M,http://burlingtonbeercompany.com,Burlington Beer,https://www.crunchbase.com/organization/burlington-beer
Seed Round - Start Left™ Security,https://www.crunchbase.com/funding_round/tauruseer-seed--58b5b356,Seed,3000000,USD,3000000,2023-06-08,6,3,Transforming security to meet the needs of modern software development.,"Big Data, Cloud Security, Cyber Security, Machine Learning, Predictive Analytics, Risk Management, Software, Software Engineering","Jacksonville Beach, Florida, United States, North America",,https://www.startleftsecurity.com/,Start Left™ Security,https://www.crunchbase.com/organization/tauruseer
Seed Round - Yodayo,https://www.crunchbase.com/funding_round/yodayo-seed--e6ab5991,Seed,2400000,USD,2400000,2023-06-14,6,1,AI native social network for vtubers and anime fandom.,"Animation, Artificial Intelligence, Gaming, Media and Entertainment, Social Network","New York, New York, United States, North America",,https://yodayo.com/,Yodayo,https://www.crunchbase.com/organization/yodayo
Seed Round - Filigran,https://www.crunchbase.com/funding_round/filigran-seed--6fd7602f,Seed,5000000,EUR,5376748,2023-06-13,6,1,"Anticipate cyber threats and disrupt crisis preparation. Home of OpenCTI, OpenEx and more.","Cyber Security, Information Technology, Software Engineering","Paris, Ile-de-France, France, Europe",,https://www.filigran.io,Filigran,https://www.crunchbase.com/organization/filigran
Seed Round - Fanki,https://www.crunchbase.com/funding_round/fanki-4b7e-seed--3daa7c61,Seed,6000000,USD,6000000,2023-06-06,3,1,"Fanki concentrated on a single goal: developing ecosystems for sports enthusiasts, leaving an NFT system.","Blockchain, Sports","Colombia, Nuevo Leon, Mexico, North America",,https://fanki.co,Fanki,https://www.crunchbase.com/organization/fanki-4b7e
Seed Round - Onex,https://www.crunchbase.com/funding_round/onex-d114-seed--b0fa9bb4,Seed,1120000,USD,1120000,2023-05-30,5,1,Onex is a comprehensive solution for medical manufacturers worldwide to manage and expand their business overseas,Health Care,"Abu Dhabi, Abu Dhabi, United Arab Emirates, Asia",,https://www.medicalonex.com/,Onex,https://www.crunchbase.com/organization/onex-d114
Seed Round - Citadel,https://www.crunchbase.com/funding_round/citadel-61a3-seed--32afc104,Seed,1000000,USD,1000000,2023-06-02,4,1,Citadel.run is a cloud security and compliance platform for the AWS ecosystem.,"Cloud Security, Compliance","Sydney, New South Wales, Australia, Oceania",,https://citadel.run/,Citadel,https://www.crunchbase.com/organization/citadel-61a3
Seed Round - Worknet,https://www.crunchbase.com/funding_round/worknet-seed--b3db199a,Seed,5000000,USD,5000000,2023-06-13,,2,Worknet offers a GTM solution that brings customers and internal teams together.,"Apps, Information Technology","Seattle, Washington, United States, North America",,https://www.worknet.ai/,Worknet,https://www.crunchbase.com/organization/worknet
Seed Round - ApartX,https://www.crunchbase.com/funding_round/apartx-seed--26c1f102,Seed,250000,USD,250000,2023-06-01,2,3,"B2B SaaS platform to automate property sharing process based on smart locks, biometrics, e-sign tech and syncing to major booking platforms","SaaS, Smart Cities, Smart Home, Software","Esil, Aqmola, Kazakhstan, Asia",,https://apartx.co,ApartX,https://www.crunchbase.com/organization/apartx
Seed Round - Aliform,https://www.crunchbase.com/funding_round/aliform-seed--1351b688,Seed,970560,USD,970560,2023-06-13,,2,Aliform is a medical device company that focuses on solving plastic surgery and dermatology challenges.,"Biotechnology, Cosmetic Surgery, Health Care, Medical, Medical Device","Aachen, Nordrhein-Westfalen, Germany, Europe",,http://www.aliform.de/,Aliform,https://www.crunchbase.com/organization/aliform
Seed Round - AirDeck,https://www.crunchbase.com/funding_round/airdeck-seed--6994747e,Seed,750000,USD,750000,2023-06-13,5,3,AirDeck is an SaaS that enables users to create shareable presentations and documents with narrated voice or video.,Software,"Madison, Wisconsin, United States, North America",,https://airdeck.co,AirDeck,https://www.crunchbase.com/organization/airdeck
Seed Round - Pollen,https://www.crunchbase.com/funding_round/pollen-9d16-seed--2cfbf8c6,Seed,4000000,USD,4000000,2023-06-13,4,2,"Pollen provides professional development, tactical resources, and a non-performative community for freelancers.","Business Development, Consulting, Freelance, Information Technology","New York, New York, United States, North America",,https://www.runpollen.com/,Pollen,https://www.crunchbase.com/organization/pollen-9d16
Seed Round - Bryleos,https://www.crunchbase.com/funding_round/bryleos-seed--0d478961,Seed,5000000,USD,5000000,2023-06-13,1,1,Bryleos is a clinical-stage therapeutics company.,"Biotechnology, Medical, Neuroscience, Product Research","Johnson City, Tennessee, United States, North America",,https://bryleos.com,Bryleos,https://www.crunchbase.com/organization/bryleos
Seed Round - HighXP,https://www.crunchbase.com/funding_round/highxp-seed--140c6b1a,Seed,181000000,INR,2199463,2023-06-13,6,1,"HighXP focuses on social, casual games that are simple, aimed at a broad audience, and available on mobile platforms.","Casual Games, Gaming, Mobile","Bangalore, Karnataka, India, Asia",,https://highxp.in/,HighXP,https://www.crunchbase.com/organization/highxp
Seed Round - Solarad.ai,https://www.crunchbase.com/funding_round/solarad-ai-seed--5c892927,Seed,,,,2023-06-13,1,1,Solarad.ai is a pioneer in energy forecasting for solar plants and battery storage.,"Battery, Energy Storage, Renewable Energy","Gurgaon, Haryana, India, Asia",,https://solarad.ai/,Solarad.ai,https://www.crunchbase.com/organization/solarad-ai
Seed Round - Apron,https://www.crunchbase.com/funding_round/apron-seed--6a5ca8d6,Seed,5500000,USD,5500000,2023-06-13,1,1,Apron is a platform that allows small businesses to pay their suppliers.,"Billing, FinTech, Payments","London, England, United Kingdom, Europe",,https://getapron.com,Apron,https://www.crunchbase.com/organization/apron
Seed Round - Procure IT,https://www.crunchbase.com/funding_round/procure-it-seed--d01c19f5,Seed,3500000,USD,3500000,2023-06-13,2,1,"Procure IT provides a platform for small and medium-sized enterprises to ease IT sourcing and expense, performance, and risk management.","Information Services, Information Technology, Risk Management","Carrollton, Texas, United States, North America",,https://www.procureit.com/,Procure IT,https://www.crunchbase.com/organization/procure-it
Seed Round - Albert Invent,https://www.crunchbase.com/funding_round/albert-invent-seed--59e99fa8,Seed,7500000,USD,7500000,2023-06-13,4,1,Albert end-to-end Cloud Platform accelerates R&D innovation in the chemical and material science industry.,"Advanced Materials, Chemical, Cloud Management, Software","San Francisco, California, United States, North America",,https://www.albertinvent.com/,Albert Invent,https://www.crunchbase.com/organization/albert-invent
Seed Round - Kharja,https://www.crunchbase.com/funding_round/kharja-seed--7c18f857,Seed,500000,SAR,133321,2023-06-12,1,1,"Kharja is a mobile app that simplifies hangout plans by facilitating date, time, location, and attendees in a single page on the app.","Media and Entertainment, Mobile Apps, Social Media","Mena, Makkah, Saudi Arabia, Asia",,https://www.kharja.net,Kharja,https://www.crunchbase.com/organization/kharja
Seed Round - Tap,https://www.crunchbase.com/funding_round/tap-1a47-seed--27e102f3,Seed,3000000,USD,3000000,2023-06-12,5,1,The first marketplace for fund secondaries.,FinTech,"New York, New York, United States, North America",,https://www.usetap.com,Tap,https://www.crunchbase.com/organization/tap-1a47
Seed Round - Rex,https://www.crunchbase.com/funding_round/rex-09c8-seed--909c396f,Seed,3960000,USD,3960000,2023-06-12,3,1,"Rex offers a mobile app that allows users to find, track, and recommend places.","Artificial Intelligence, Computer Vision, Mobile Apps, Productivity Tools, Software","New York, New York, United States, North America",,https://getrex.app,Rex,https://www.crunchbase.com/organization/rex-09c8
Pre Seed Round - Wondder,https://www.crunchbase.com/funding_round/wondder-pre-seed--57620f7b,Pre-Seed,50000,EUR,53892,2023-06-12,1,2,Wondder is a virtual reality and ethical artificial intelligence training company.,"Artificial Intelligence, Training, Virtual Reality","Berlin, Berlin, Germany, Europe",,https://wondder.io,Wondder,https://www.crunchbase.com/organization/wondder
Pre Seed Round - Muta,https://www.crunchbase.com/funding_round/muta-4078-pre-seed--a630e3ce,Pre-Seed,180000,USD,180000,2023-06-13,1,1,Muta builds technology to enable solutions in software and hardware to digitalize the recycling industry.,"CleanTech, Recycling, Software, Sustainability, Waste Management","Bogotá, Distrito Especial, Colombia, South America",,https://mutaworld.com/,Muta,https://www.crunchbase.com/organization/muta-4078
Seed Round - Pedo-care,https://www.crunchbase.com/funding_round/pedo-care-seed--c2a7ba87,Seed,,,,2023-06-09,2,2,"Pedo-care focuses on R&D, design, manufacturing, and sales of children's medical appliances.","Health Care, Medical, Medical Device","Shanghai, Shanghai, China, Asia",,http://www.pedo-care.com/#service,Pedo-care,https://www.crunchbase.com/organization/pedo-care
Seed Round - Unipal,https://www.crunchbase.com/funding_round/unipal-seed--36f26a32,Seed,500000,SAR,133321,2023-06-12,1,4,Unipal provides university students access to tailored discounts and promotions through a digital identification.,"Advertising, Internet","Manama, Al Manamah, Bahrain, Asia",,https://unipal.me/,Unipal,https://www.crunchbase.com/organization/unipal
Seed Round - Bynow,https://www.crunchbase.com/funding_round/bynow-seed--64c4c213,Seed,500000,SAR,133321,2023-06-12,1,1,"Bynow is a fintech business that offers marketplaces, manufacturers, wholesalers, and SMEs innovative B2B payment solutions, including BNPL.","Financial Services, Manufacturing, Wholesale","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://bynow.ai,Bynow,https://www.crunchbase.com/organization/bynow
Seed Round - The Architect,https://www.crunchbase.com/funding_round/the-architect-seed--cdc3eee0,Seed,500000,SAR,133321,2023-06-12,1,1,"The Architect is a complete solution for creating spaces that suit your taste and needs, allowing firms and freelancers in the fields.",Construction,"Al Khobar, Ash Sharqiyah, Saudi Arabia, Asia",,https://www.the-architect.com,The Architect,https://www.crunchbase.com/organization/the-architect
Seed Round - Reefreshed,https://www.crunchbase.com/funding_round/reefreshed-seed--76f31143,Seed,,,,2023-06-06,4,3,Reefreshed is a technology company that provides on-demand goods & services for the 21st century.,"E-Commerce, Grocery, Logistics, Mobile Apps, SaaS, Service Industry, Shopping, Software, Transportation","Toronto, Ontario, Canada, North America",Less than $1M,http://www.reefreshed.com,Reefreshed,https://www.crunchbase.com/organization/reefreshed
Seed Round - Spooler™ est 2016,https://www.crunchbase.com/funding_round/spooler-seed--0109a837,Seed,288300,USD,288300,2023-05-21,4,1,Spooler provides technology and digital products to improve the virtual shopping experience for online fashion consumers.,"Apps, Consulting, E-Commerce, Software","Laguna Beach, California, United States, North America",,https://www.spooler.co,Spooler™ est 2016,https://www.crunchbase.com/organization/spooler
Pre Seed Round - mama health,https://www.crunchbase.com/funding_round/mama-health-pre-seed--ef98cf02,Pre-Seed,,,,2023-06-09,3,1,Mama health assists medical research and healthcare facilities.,"Health Care, Wellness","Berlin, Berlin, Germany, Europe",,https://www.mamahealth.io,mama health,https://www.crunchbase.com/organization/mama-health
Pre Seed Round - Keep Company,https://www.crunchbase.com/funding_round/keep-company-pre-seed--5bac2dfb,Pre-Seed,600000,USD,600000,2023-06-09,1,3,"Helping organizations care for, and keep, parents and caregivers.","Employee Benefits, Human Resources, Professional Services, Wellness","Bethesda, Maryland, United States, North America",,https://keep-company.com/,Keep Company,https://www.crunchbase.com/organization/keep-company
Pre Seed Round - Bettor Vision,https://www.crunchbase.com/funding_round/bettor-vision-pre-seed--0007b4c1,Pre-Seed,,,,2023-06-09,1,1,Bettor Vision provides customers with a dashboard that is simple to use and summarises their whole gaming portfolio.,"FinTech, Software, Sports","Chicago, Illinois, United States, North America",,https://www.bettorvision.us,Bettor Vision,https://www.crunchbase.com/organization/bettor-vision
Pre Seed Round - Lemonade,https://www.crunchbase.com/funding_round/lemonade-87c6-pre-seed--45b8a16f,Pre-Seed,,,,2023-06-08,1,1,Lemonade is a marketplace brand that sells luxury goods at reasonable costs.,"Fashion, Internet","New Delhi, Delhi, India, Asia",,https://lemonade.shop,Lemonade,https://www.crunchbase.com/organization/lemonade-87c6
Seed Round - Smart Brains Kenya,https://www.crunchbase.com/funding_round/smart-brains-kenya-seed--e05da9a3,Seed,,,,2023-06-02,1,1,Smart Brains Kenya is an Edtech solution that empowers schools to conduct quality Coding and Robotics programmes on their own.,"E-Learning, Education","Nairobi, Nairobi Area, Kenya, Africa",,https://www.smartbrainskenya.com,Smart Brains Kenya,https://www.crunchbase.com/organization/smart-brains-kenya
Pre Seed Round - Proton,https://www.crunchbase.com/funding_round/proton-f342-pre-seed--67b68c9d,Pre-Seed,,,,2023-06-08,1,2,Proton is a digital insurance product as a service for insurers with a engages on AI underwriting and customer service.,InsurTech,"Dubai, Dubai, United Arab Emirates, Asia",,https://www.proton.insure,Proton,https://www.crunchbase.com/organization/proton-f342
Pre Seed Round - Zero Labs,https://www.crunchbase.com/funding_round/zero-labs-c63f-pre-seed--f58aeab5,Pre-Seed,100000,USD,100000,2023-06-08,1,1,"Zero Labs provides transparent systems that let anybody, anywhere to purchase sustainable energy and prove it on a blockchain.","Clean Energy, Renewable Energy","Tallin, Harjumaa, Estonia, Europe",,https://www.zerolabs.green,Zero Labs,https://www.crunchbase.com/organization/zero-labs-c63f
Seed Round - Better Weekdays,https://www.crunchbase.com/funding_round/better-weekdays-1a36-seed--3d72b6d8,Seed,658660,USD,658660,2023-06-08,,2,Better Weekdays is a develops well-integrated set of applications that help prepare students for employment.,"Information Technology, Recruiting, Software","St Louis, Missouri, United States, North America",,https://www.betterweekdays.com,Better Weekdays,https://www.crunchbase.com/organization/better-weekdays-1a36
Seed Round - spiritory,https://www.crunchbase.com/funding_round/spiritory-seed--197b6cbf,Seed,,,,2023-06-08,,1,582% return with rare whisky in 10 years! Spiritory is the world's first trading platform for the best investment class of the last decade.,"Asset Management, Finance, FinTech, Trading Platform, Wine And Spirits","Munich, Bayern, Germany, Europe",,https://www.spiritory.com,spiritory,https://www.crunchbase.com/organization/spiritory
Pre Seed Round - SN Metals,https://www.crunchbase.com/funding_round/sn-metals-pre-seed--29d20ced,Pre-Seed,20000,EUR,21559,2023-06-08,1,1,SN Metals is a trading company that consistently and competitively delivers on its promises.,,"Brooklyn, New York, United States, North America",,,SN Metals,https://www.crunchbase.com/organization/sn-metals
Pre Seed Round - ChatHalla,https://www.crunchbase.com/funding_round/chathalla-pre-seed--92deca81,Pre-Seed,50000,EUR,53898,2023-06-08,1,1,"ChatHalla is the creator of a live chat platform that allows businesses to analyze their customers' history, behavior, and preferences.","Consulting, Information Services, Software","Sofia, Grad Sofiya, Bulgaria, Europe",,https://www.chathalla.ca,ChatHalla,https://www.crunchbase.com/organization/chathalla
Pre Seed Round - Nakantara,https://www.crunchbase.com/funding_round/nakantara-pre-seed--13d1be70,Pre-Seed,100000,EUR,107797,2023-06-08,1,1,Nakantara operates an online auction platform for the purchase and sale of moveable property and automobiles.,"Auctions, Automotive, Financial Services, Information Services, Internet, Marketplace","Sofia, Grad Sofiya, Bulgaria, Europe",,https://nakantara.bg,Nakantara,https://www.crunchbase.com/organization/nakantara
Seed Round - MsingiPACK,https://www.crunchbase.com/funding_round/msingipack-seed--b890fa98,Seed,,,,2023-06-02,1,1,"MsingiPACK mission is to use digital technology to develop engaging, intriguing, and relevant content and platforms.",E-Learning,"Nairobi, Nairobi Area, Kenya, Africa",,https://www.msingipack.com,MsingiPACK,https://www.crunchbase.com/organization/msingipack
Seed Round - Eat & Beyond Global,https://www.crunchbase.com/funding_round/eat-beyond-global-seed--5be8fd4e,Seed,,,,2023-06-07,,1,Eat Beyond Global is an innovative platform providing access to alternative food source companies.,"Financial Services, Food and Beverage, Food Processing","Vancouver, British Columbia, Canada, North America",,https://eatandbeyond.com/,Eat & Beyond Global,https://www.crunchbase.com/organization/eat-beyond-global
Pre Seed Round - MLCode,https://www.crunchbase.com/funding_round/mlcode-pre-seed--76ab230b,Pre-Seed,,,,2023-06-07,1,1,ML/AI Data Automation and Security,,,,https://mlcode.io,MLCode,https://www.crunchbase.com/organization/mlcode
Pre Seed Round - FinqUP,https://www.crunchbase.com/funding_round/finqup-pre-seed--ba5a91f4,Pre-Seed,50000,EUR,53480,2023-06-07,1,1,FinqUP bridges traditional fund management practises with cutting-edge digital technologies.,"Financial Services, FinTech, Insurance","Skopje, Karpos, Macedonia, Europe",,http://www.finqup.com,FinqUP,https://www.crunchbase.com/organization/finqup
Seed Round - Wisdom New Energy,https://www.crunchbase.com/funding_round/wisdom-new-energy-seed--7536c21f,Seed,,,,2023-06-06,,1,"Wisdom New Energy focused on the battery cell, packaging, and system integration of rechargeable lithium-ion batteries.","Battery, Manufacturing","Huizhou, Guangdong, China, Asia",,http://www.wesbattery.com/,Wisdom New Energy,https://www.crunchbase.com/organization/wisdom-new-energy
Pre Seed Round - bookend.ai,https://www.crunchbase.com/funding_round/bookend-ai-pre-seed--b049a5a8,Pre-Seed,1525000,USD,1525000,2023-05-18,2,1,Operationalizing Generative AI for the enterprise,"Information Technology, Software",,,https://bookend.ai,bookend.ai,https://www.crunchbase.com/organization/bookend-ai
Seed Round - Mamalux,https://www.crunchbase.com/funding_round/mamalux-seed--250c6f08,Seed,50000,USD,50000,2023-06-15,1,2,"Mamalux makes game-changing, leakproof apparel for maternity & breastfeeding","E-Commerce, Fashion, Product Design, Retail","Pittsburgh, Pennsylvania, United States, North America",,https://wearmamalux.com/,Mamalux,https://www.crunchbase.com/organization/mamalux
Pre Seed Round - NewComma,https://www.crunchbase.com/funding_round/newcomma-pre-seed--5c6bd232,Pre-Seed,,,,2023-06-14,1,1,NewComma is a groundbreaking social media platform empowering African and Black creatives.,"Social Media, Social Media Marketing","London, England, United Kingdom, Europe",,https://newcomma.com/,NewComma,https://www.crunchbase.com/organization/newcomma
Seed Round - Raising Superstars,https://www.crunchbase.com/funding_round/raising-superstars-seed--fc020745,Seed,2000000,USD,2000000,2023-06-08,1,2,Raising Superstars is on a mission to help every child on the planet realize their full potential.,"Child Care, Children, EdTech, Internet, Parenting","Wilmington, Delaware, United States, North America",,https://raisingsuperstars.com/,Raising Superstars,https://www.crunchbase.com/organization/raising-superstars
Seed Round - Conport Lab,https://www.crunchbase.com/funding_round/conport-lab-seed--a5568816,Seed,,,,2023-06-07,1,1,"Conport Lab, a company that creates industrial digital field control system construction solutions.","Manufacturing, Product Design","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://www.conportlab.com,Conport Lab,https://www.crunchbase.com/organization/conport-lab
Seed Round - SERA Intelligence,https://www.crunchbase.com/funding_round/sera-intelligence-seed--c83b3239,Seed,3200000,EUR,3422276,2023-05-31,3,2,SERA Intelligence is an AgTech company that offers a cultivation management & analytics platform for greenhouses using machine learning.,"AgTech, Analytics, Horticulture, Machine Learning","Meilen, Zurich, Switzerland, Europe",,https://www.sera.ag/,SERA Intelligence,https://www.crunchbase.com/organization/sera-intelligence
Seed Round - FundMiner,https://www.crunchbase.com/funding_round/fundminer-seed--6c754dda,Seed,1700000,USD,1700000,2023-05-21,3,1,FundMiner is a software solution for fundraising organizations.,"Higher Education, Non Profit, Software","El Paso, Texas, United States, North America",,http://www.FundMiner.com,FundMiner,https://www.crunchbase.com/organization/fundminer
Pre Seed Round - Curieous,https://www.crunchbase.com/funding_round/curieous-pre-seed--2b66b962,Pre-Seed,,,,2023-05-29,3,1,"AI-powered content creation app for busy knowledge-worker creators: beautiful, multi-format, multi-channel social content in 15 minutes",,"Singapore, Central Region, Singapore, Asia",,https://www.curieous.com,Curieous,https://www.crunchbase.com/organization/curieous
Seed Round - Hercle,https://www.crunchbase.com/funding_round/hercle-financial-seed--2a593d07,Seed,2000000,USD,2000000,2023-05-23,3,3,Hercle is a digital assets market maker and broker dealer,"Cryptocurrency, Financial Services, FinTech","Milano, Lombardia, Italy, Europe",,https://hercle.financial/,Hercle,https://www.crunchbase.com/organization/hercle-financial
Seed Round - NExTNet,https://www.crunchbase.com/funding_round/nextnetinc-seed--59f27ec4,Seed,1300000,USD,1300000,2023-05-31,3,1,NExTNet is a Silicon Valley Venture-backed Generative AI technology startup.,"Artificial Intelligence, Biotechnology, Pharmaceutical","San Francisco, California, United States, North America",,https://www.nextnetinc.com/,NExTNet,https://www.crunchbase.com/organization/nextnetinc
Pre Seed Round - Tonder,https://www.crunchbase.com/funding_round/tonder-pre-seed--cc301452,Pre-Seed,,,,2023-06-01,4,1,"Tonder is a unified platform that helps companies improve acceptance rates, minimize fraud, and manage their payment stack in one place.",Payments,"Miami, Florida, United States, North America",,http://www.tonder.io,Tonder,https://www.crunchbase.com/organization/tonder
Seed Round - AfterSchool HQ,https://www.crunchbase.com/funding_round/afterschool-hq-seed--372f4c6d,Seed,3000000,USD,3000000,2023-06-02,7,2,"AfterSchool HQ replaces the extracurricular activity flyer at schools enabling parents to find, register, and pay for programs online.","EdTech, Marketplace, Software","Fishers, Indiana, United States, North America",,https://afterschoolhq.com/,AfterSchool HQ,https://www.crunchbase.com/organization/afterschool-hq
Seed Round - Ferretly,https://www.crunchbase.com/funding_round/ferretly-seed--a1b22686,Seed,1500000,USD,1500000,2023-05-31,2,2,Eliminate your digital blind spots with Ferrety's AI-powered social media screening platform,"Artificial Intelligence, Human Resources, Information Technology, Machine Learning, Software","Easton, Maryland, United States, North America",,https://www.ferretly.com,Ferretly,https://www.crunchbase.com/organization/ferretly
Pre Seed Round - Mithril Security,https://www.crunchbase.com/funding_round/mithril-security-pre-seed--f499d2c7,Pre-Seed,1200000,EUR,1287070,2023-05-25,4,2,Mithril Security is a simple framework for data science collaboration.,"Cloud Security, Cyber Security, Network Security, Security","Paris, Ile-de-France, France, Europe",,https://www.mithrilsecurity.io/,Mithril Security,https://www.crunchbase.com/organization/mithril-security
Seed Round - Harvest Code,https://www.crunchbase.com/funding_round/harvest-code-seed--8302e8e6,Seed,,,,2023-06-01,2,2,Harvest Code is a cultivation decision guidance platform that provides sustainable agricultural solutions to farmers and growers.,,"Nanjing, Jiangsu, China, Asia",,http://www.harvest-code.com,Harvest Code,https://www.crunchbase.com/organization/harvest-code
Seed Round - Solidarity,https://www.crunchbase.com/funding_round/solidarity-seed--3a4116ab,Seed,,,,2023-06-01,2,2,Solid New Materials is a high-energy density battery core material developer.,"Advanced Materials, Battery, Manufacturing","Shenzhen, Guangdong, China, Asia",,,Solidarity,https://www.crunchbase.com/organization/solidarity
Pre Seed Round - Callirius,https://www.crunchbase.com/funding_round/callirius-pre-seed--87b412ff,Pre-Seed,1500000,CHF,1656342,2023-06-01,,1,"Callirius is here to make it happen. Financing for high-impact, nature-based solutions to actively decarbonize the atmosphere is inadequate.","Environmental Engineering, Natural Resources","Frankfurt, Hessen, Germany, Europe",,https://callirius.com,Callirius,https://www.crunchbase.com/organization/callirius
Seed Round - Maximal Learning,https://www.crunchbase.com/funding_round/maximal-learning-seed--be51d62f,Seed,5700000,USD,5700000,2023-05-31,6,1,Maximum Education utilizing AI to help each student reach their full potential.,"Artificial Intelligence, EdTech, Education","Bellevue, Washington, United States, North America",,https://www.maximallearning.com,Maximal Learning,https://www.crunchbase.com/organization/maximal-learning
Seed Round - Aimplan,https://www.crunchbase.com/funding_round/aimplan-seed--b13fcf51,Seed,,,,2023-05-30,3,1,"SaaS solution extending Power BI with planning, forecasting, financial reporting, and master data management","Finance, FinTech, SaaS","Skellefteå, Vasterbottens Lan, Sweden, Europe",,https://www.aimplan.com,Aimplan,https://www.crunchbase.com/organization/aimplan
Seed Round - Influence Studios,https://www.crunchbase.com/funding_round/influence-studios-seed--bfeadd01,Seed,325000,USD,325000,2023-05-30,,1,Influence Studios provides a photo and video rental studio that features 12 sets styled for clients' production needs.,"Content, Photography, Rental, Rental Property","San Diego, California, United States, North America",,https://influencestudios.com/,Influence Studios,https://www.crunchbase.com/organization/influence-studios
Seed Round - Glider,https://www.crunchbase.com/funding_round/glider-cd79-seed--e821b3b9,Seed,,,,2023-06-01,2,2,The universal API for making bill payments easy,"FinTech, Information and Communications Technology (ICT), Internet, Payments, SaaS","Sydney, New South Wales, Australia, Oceania",,https://www.gliderpay.com,Glider,https://www.crunchbase.com/organization/glider-cd79
